"http://www.indeed.com/";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/resumes?isid=find-resumes&ikw=SERPtop&co=US&hl=en";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/promo/resume";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/account/login?dest=%2Fjobs%3Fas_and%3Dsoftware%2Bdeveloper%26as_phr%3D%26as_any%3Dkegerator%2B%2Bgym%2B%2B%2522ping%2Bpong%2522%2B%2Bfoosball%2Bor%2B%2522fitness%2Bcenter%2522%2Bor%2B%2522pool%2Btable%2522%2B%2B%2522catered%2Blunches%2522%26as_not%3D%26as_ttl%3D%26as_cmp%3D%26jt%3Dfulltime%26st%3D%26salary%3D%26radius%3D25%26fromage%3D7%26limit%3D100%26sort%3D%26psf%3Dadvsrc10";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/advanced_search?q=software+developer+%28kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22%29&jt=fulltime&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+%28nosql+or+mongodb+or+cassandra+or+hadoop+or+hbase+or+clojure+or+haskell%29&l=&limit=100&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+engineer+%28genome+or+bioinformatics+or+poverty+or+%22world+a+better+place%22+or+%22green+energy%22+or+%22social+impact%22%29&l=&limit=100&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+engineer&l=remote&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+engineer+%28%22contributes+to+open+source%22+or+%22enthusiastic+about+open+source%22+or+%22we+contribute+to+open+source%22+or+%22open+source+stack%22+or+%22passion+for+open+source%22%29&l=&limit=100&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=startup+%22software+engineer%22&l=&limit=100&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+engineer+%28&l=&rs=1";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+engineer+%28nosql+or+mongodb+or+cassandra+or+hadoop+or+hbase+or+clojure+or+haskell%29&l=&limit=100&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+%28genome+or+bioinformatics+or+poverty+or+%22world+a+better+place%22+or+%22green+energy%22+or+%22social+impact%22%29&l=&rs=1&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/?cls";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+%28kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22%29&jt=fulltime&limit=100&fromage=7&sort=date";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+(kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22)&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+(kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22)+$50000&jt=fulltime&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+(kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22)+$70000&jt=fulltime&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+(kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22)+$90000&jt=fulltime&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+(kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22)+$110000&jt=fulltime&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+(kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22)+$130000&jt=fulltime&limit=100&fromage=7";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?q=software+developer+%28kegerator+or+gym+or+%22ping+pong%22+or+foosball+or+%22fitness+center%22+or+%22pool+table%22+or+%22catered+lunches%22%29&jt=fulltime&limit=100&fromage=last";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/rc/clk?jk=13cdca4e7ca0f53d";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/jobs?as_and=software+developer&as_phr=&as_any=kegerator++gym++%22ping+pong%22++foosball+or+%22fitness+center%22+or+%22pool+table%22++%22catered+lunches%22&as_not=&as_ttl=&as_cmp=&jt=fulltime&st=&salary=&radius=25&fromage=7&limit=100&sort=&psf=advsrc10";"?";"14200000";"0";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/q-Twilio-l-San-Francisco-CA-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/l-San-Francisco-CA-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/salary?q1=Software+Engineer&l1=San+Francisco%2C+CA";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/cmp/Twilio-Inc.";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/job/Software-Engineer.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/loc/SAN-Francisco-California.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/cmp/Twilio-Inc..html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/rc/clk?jk=abb5f24e12d498de";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/q-Sleepy-Giant-l-Newport-Beach-CA-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/l-Newport-Beach-CA-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/salary?q1=Software+Engineer&l1=Newport+Beach%2C+CA";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/cmp/Sleepy-Giant";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/loc/Newport-Beach-California.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/cmp/Sleepy-Giant.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/rc/clk?jk=7767b5b70c1a956b";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/cmp/Higher-One/reviews";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/q-Higher-One-l-New-Haven-CT-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/l-New-Haven-CT-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/salary?q1=Director&l1=New+Haven%2C+CT";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/cmp/Higher-One";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/loc/New-Haven-Connecticut.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/forum/cmp/Higher-One.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/rc/clk?jk=950b59466e7ed17a";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/cmp/Automated-Health-Systems/reviews";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
"http://www.indeed.com/q-Automated-Health-Systems-l-Pittsburgh-PA-jobs.html";"?";"14200000";"?";"13824927";"?";"167";"?";"whois";"source";"?";"?"
